Filename	ambig_basecount	ambig_full_basecount	cov_avg	cov_max	cov_med	cov_min	error	family	fasta_file	genes	identification	identification_method	identification_rank	length	n_aligned	n_reads	nuc_basecount	nuc_full_basecount	obs_taxon	output_dir	process_id	protein_reference_file	r	run_name	s	samples_file	skipped_reads_low_rel	species	stop_codons
UNIFI002-23_r_1_s_50_UNIFI002-23	8	27	8.543859649122806	16.0	8.0	0.0	None	Anthicidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Anthicidae	BLAST	None	1539	172	168585	657	1530	Staphylinidae,Hydraenidae,Chrysomelidae,Cerambycidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	UNIFI002-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	4	Microhoria raveli	0
UNIFI003-23_r_1_s_50_UNIFI003-23	28	84	8.403508771929825	24.0	7.0	0.0	None	Anthicidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Anthicidae	BLAST	None	1539	185	2321272	656	1530	Staphylinidae,Silphidae,Nemestrinidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	UNIFI003-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	22	Microhoria raveli	0
UNIFI004-23_r_1_s_50_UNIFI004-23	45	79	3.9844054580896686	11.0	4.0	0.0	None	Anthicidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Anthicidae	BLAST	None	1539	84	1488984	645	1518	Hydrophilidae,Staphylinidae,Tenebrionidae,Pyrochroidae,Anthicidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	UNIFI004-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	8	Microhoria raveli	0
UNIFI005-23_r_1_s_50_UNIFI005-23	0	6	16.71539961013645	47.0	17.0	0.0	None	Anthicidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Anthicidae	BLAST	None	1539	447	1672586	657	1521	Staphylinidae,Silphidae,Pyrochroidae,Zopheridae,Anthicidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	UNIFI005-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	15	Microhoria terminata	0
UNIFI006-23_r_1_s_50_UNIFI006-23	0	0	112.34307992202729	448.0	100.0	0.0	None	Anthicidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Anthicidae	BLAST	None	1539	3121	5988255	657	1527	Staphylinidae,Silphidae,Pyrochroidae,Zopheridae,Anthicidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	UNIFI006-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	54	Microhoria terminata	0
UNIFI007-23_r_1_s_50_UNIFI007-23	21	34	4.766081871345029	15.0	4.0	0.0	None	Anthicidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Anthicidae	BLAST	None	1539	118	586678	650	1509	Lampyridae,Cerambycidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	UNIFI007-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	5	Microhoria terminata	0
UNIFI008-23_r_1_s_50_UNIFI008-23	0	0	165.53411306042884	819.0	111.0	0.0	None	Anthicidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Anthicidae	BLAST	None	1539	3324	13891575	656	1533	Hydrophilidae,Staphylinidae,Hydraenidae,Pyrochroidae,Anthicidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	UNIFI008-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	277	Microhoria unicolor	0
UNIFI009-23_r_1_s_50_UNIFI009-23	0	0	3126.4249512670567	13559.0	2332.0	0.0	None	Anthicidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Anthicidae	BLAST	None	1539	66398	25507080	656	1530	Hydrophilidae,Staphylinidae,Hydraenidae,Pyrochroidae,Anthicidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	UNIFI009-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	1494	Microhoria unicolor	0
UNIFI010-23_r_1_s_50_UNIFI010-23	0	3	67.84990253411306	294.0	51.0	0.0	None	Anthicidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Anthicidae	BLAST	None	1539	1699	4652996	656	1536	Staphylinidae,Hydraenidae,Pyrochroidae,Anthicidae,Boridae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	UNIFI010-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	86	Microhoria unicolor	0
UNIFI011-23_r_1_s_50_UNIFI011-23	0	1	44.91812865497076	103.0	46.0	0.0	None	Anthicidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Anthicidae	BLAST	None	1539	1241	825997	656	1530	Staphylinidae,Hydraenidae,Pyrochroidae,Anthicidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	UNIFI011-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	18	Microhoria venusta	0
UNIFI012-23_r_1_s_50_UNIFI012-23	9	49	1.0253411306042886	4.0	1.0	0.0	None	Anthicidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Anthicidae	BLAST	None	1539	24	190486	375	957	Agyrtidae,Pyrochroidae,Cerambycidae,Noctuidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	UNIFI012-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	1	Notoxus cavifrons	0
UNIFI013-23_r_1_s_50_UNIFI013-23	9	17	24.27095516569201	84.0	21.0	0.0	None	Anthicidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Anthicidae	BLAST	None	1539	711	495019	657	1527	Staphylinidae,Hydraenidae,Pyrochroidae,Oedemeridae,Anthicidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	UNIFI013-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	6	Notoxus cavifrons	0
UNIFI014-23_r_1_s_50_UNIFI014-23	45	93	12.374269005847953	24.0	13.0	0.0	None	Anthicidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Anthicidae	BLAST	None	1539	264	1316040	657	1530	Staphylinidae,Hydraenidae,Scarabaeidae,Cleridae,Nitidulidae,Pyrochroidae,Salpingidae,Chrysomelidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	UNIFI014-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	14	Notoxus cavifrons	0
UNIFI015-23_r_1_s_50_UNIFI015-23	0	14	46.51072124756335	91.0	45.0	0.0	None	Anthicidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Anthicidae	BLAST	None	1539	1190	23477243	657	1533	Staphylinidae,Hydraenidae,Cleridae,Nitidulidae,Pyrochroidae,Anthicidae,Chrysomelidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	UNIFI015-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	163	Omonadus bifasciatus	0
UNIFI016-23_r_1_s_50_UNIFI016-23	0	0	96.61793372319688	211.0	92.0	0.0	None	Anthicidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Anthicidae	BLAST	None	1539	2695	18691947	657	1527	Staphylinidae,Cleridae,Pyrochroidae,Anthicidae,Cerambycidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	UNIFI016-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	113	Omonadus bifasciatus	0
UNIFI017-23_r_1_s_50_UNIFI017-23	10	29	8.939571150097466	26.0	8.0	0.0	None	Anthicidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Anthicidae	BLAST	None	1539	233	1023662	657	1527	Staphylinidae,Leiodidae,Cleridae,Pyrochroidae,Anthicidae,Chrysomelidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	UNIFI017-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	14	Omonadus bifasciatus	0
UNIFI018-23_r_1_s_50_UNIFI018-23	0	4	79.76218323586744	274.0	66.0	1.0	None	Anthicidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Anthicidae	BLAST	None	1539	2081	3402465	656	1539	Carabidae,Lucanidae,Tenebrionidae,Meloidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	UNIFI018-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	29	Tomoderus dalmatinus	0
UNIFI019-23_r_1_s_50_UNIFI019-23	23	42	5.7290448343079925	15.0	6.0	0.0	None	Anthicidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Anthicidae	BLAST	None	1539	155	1813329	656	1530	Staphylinidae,Scarabaeidae,Lucanidae,Phloiophilidae,Tenebrionidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	UNIFI019-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	20	Tomoderus dalmatinus	0
UNIFI020-23_r_1_s_50_UNIFI020-23	42	104	4.555555555555555	12.0	4.0	0.0	None	Anthicidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Anthicidae	BLAST	None	1539	106	667270	657	1506	Scarabaeidae,Phalacridae,Melandryidae,Cerambycidae,Drosophilidae,Erebidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	UNIFI020-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	8	Tomoderus dalmatinus	0
UNIFI021-23_r_1_s_50_UNIFI021-23	7	24	43.939571150097464	124.0	36.0	0.0	None	Anthicidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Anthicidae	BLAST	None	1539	1081	4355909	656	1533	Staphylinidae,Scarabaeidae,Tenebrionidae,Meloidae,Oedemeridae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	UNIFI021-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	82	Tomoderus italicus	0
UNIFI022-23_r_1_s_50_UNIFI022-23	0	2	692.9493177387915	1590.0	577.0	2.0	None	Anthicidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Anthicidae	BLAST	None	1539	15411	12944216	656	1539	Tenebrionidae,Meloidae,Oedemeridae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	UNIFI022-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	319	Tomoderus italicus	0
UNIFI023-23_r_1_s_50_UNIFI023-23	0	0	155.92007797270955	671.0	110.0	1.0	None	Anthicidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Anthicidae	BLAST	None	1539	4465	853297	656	1539	Hydrophilidae,Scarabaeidae,Tenebrionidae,Meloidae,Oedemeridae,Anthicidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	UNIFI023-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	11	Tomoderus italicus	0
UNIFI024-23_r_1_s_50_UNIFI024-23	30	42	1.793372319688109	6.0	1.0	0.0	None	Anthribidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Anthribidae	BLAST	None	1539	47	395269	312	1110	Zygaenidae,Prodoxidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	UNIFI024-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	7	Anthribus fasciatus	0
UNIFI025-23_r_1_s_50_UNIFI025-23	0	0	469.682261208577	788.0	461.0	0.0	None	Anthribidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Anthribidae	BLAST	None	1539	9587	15969367	657	1530	Staphylinidae,Hydraenidae,Scarabaeidae,Chrysomelidae,Cerambycidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	UNIFI025-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	136	Anthribus fasciatus	0
UNIFI026-23_r_1_s_50_UNIFI026-23	0	0	4314.116959064328	7452.0	4205.0	0.0	None	Anthribidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Anthribidae	BLAST	None	1539	93936	10862006	657	1530	Staphylinidae,Hydraenidae,Cleridae,Chrysomelidae,Cerambycidae,Anthribidae,Nosodendridae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	UNIFI026-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	363	Anthribus fasciatus	0
UNIFI027-23_r_1_s_50_UNIFI027-23	0	1	1842.849902534113	3115.0	1878.0	2.0	None	Anthribidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Anthribidae	BLAST	None	1539	41302	37268058	657	1539	Hydraenidae,Protocucujidae,Pyrochroidae,Chrysomelidae,Cerambycidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	UNIFI027-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	331	Bruchela cana	0
UNIFI028-23_r_1_s_50_UNIFI028-23	14	47	6.298245614035087	16.0	6.0	0.0	None	Anthribidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Anthribidae	BLAST	None	1539	141	449698	657	1533	Staphylinidae,Hydraenidae,Protocucujidae,Salpingidae,Nosodendridae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	UNIFI028-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	8	Bruchela pygmae	0
UNIFI029-23_r_1_s_50_UNIFI029-23	0	2	27.65692007797271	76.0	27.0	0.0	None	Anthribidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Anthribidae	BLAST	None	1539	701	3005258	657	1530	Staphylinidae,Hydraenidae,Scarabaeidae,Salpingidae,Cerambycidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	UNIFI029-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	18	Opanthribus tessellatus	0
UNIFI030-23_r_1_s_50_UNIFI030-23	0	0	329.97465886939574	1045.0	268.0	0.0	None	Anthribidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Anthribidae	BLAST	None	1539	8355	6416086	656	1533	Carabidae,Hydraenidae,Cleridae,Nitidulidae,Pyrochroidae,Chrysomelidae,Cerambycidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	UNIFI030-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	41	Opanthribus tessellatus	0
UNIFI031-23_r_1_s_50_UNIFI031-23	2	6	57.851851851851855	144.0	52.0	0.0	None	Anthribidae	data/mge_fastp_r1s50_nocontam.fasta	['cox1']	Anthribidae	BLAST	None	1539	1432	3742834	657	1533	Hydraenidae,Scarabaeidae,Chrysomelidae,Anthribidae,Derodontidae	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/cox1/benchmarking/MGE-fastp_pipeline_alt_params	UNIFI031-23	/gpfs/nhmfsa/bulk/share/data/mbl/share/scratch/MGE/protein_references/benchmarking_data_570_refs-contam_refs_final14/benchmarking_data_570_taxonomy_gene_fetch_sum_out.csv	[1]	mge_fastp_r1s50_nocontam	[50]	/gpfs/nhmfsa/bulk/share/data/mbl/share/workspaces/groups/genomics-collections/BGE/2024-02-01/DataDelivery_2024-02-01_18-24-39_snpseq00629/files/WK-3860/read_paths.csv	32	Phaenotherion fasciculatum	0
