ambig_basecount	ambig_full_basecount	dataset	error	identification	identification_method	identification_rank	is_valid	nuc_basecount	nuc_full_basecount	obs_taxon	sequence_id	species	stop_codons	timestamp
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Phyllophoraceae	BLAST	family	False	649	652		48412	Phyllophora pseudoceranoides	13	2025-01-26 01:45:46
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Sargassaceae	BLAST	family	False	649	652		48416	Sargassum muticum	13	2025-01-26 01:46:42
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Derbesiaceae	BLAST	family	False	649	652		30514	Derbesia marina	13	2025-01-26 01:47:28
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Chrysomelidae	BLAST	family	True	660	664	Scarabaeidae,Chrysomelidae,Psychodidae,Geometridae,Hydropsychidae	48442	Donacia clavipes	0	2025-01-26 01:48:38
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Stratiomyidae	BLAST	family	False	39	653		30629	Stratiomys singularior	0	2025-01-26 01:49:42
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Hapalidiaceae	BLAST	family	False	630	635	Palmariaceae,Rhodomelaceae	30635	Phymatolithon lenormandii	1	2025-01-26 01:50:30
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Sphacelariaceae	BLAST	family	False	634	652		30636	Sphacelaria fusca	0	2025-01-26 01:51:28
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ceramiaceae	BLAST	family	False	617	652		30637	Ceramium gaditanum	0	2025-01-26 01:52:14
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ulvaceae	BLAST	family	False	618	652		30641	Blidingia marginata	0	2025-01-26 01:53:00
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Stratiomyidae	BLAST	family	False	656	658	Timematidae,Curculionidae,Drosophilidae,Formicidae,Geometridae	31146	Stratiomys singularior	0	2025-01-26 01:54:10
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Camaenidae	BLAST	family	True	654	655	Camaenidae	48625	Fruticicola fruticum	0	2025-01-26 01:55:08
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Linyphiidae	BLAST	family	True	656	658	Linyphiidae	15527	Floronia bucculenta	0	2025-01-26 01:55:59
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Linyphiidae	BLAST	family	True	655	658	Linyphiidae	15658	Dicymbium nigrum	0	2025-01-26 01:56:50
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ibaliidae	BLAST	family	True	650	652	Ibaliidae,Figitidae	43207	Ibalia leucospoides	0	2025-01-26 01:58:02
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ulvaceae	BLAST	family	False	658	664		31428	Blidingia marginata	0	2025-01-26 01:58:48
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ulvaceae	BLAST	family	False	660	664		31448	Blidingia marginata	0	2025-01-26 01:59:35
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Delesseriaceae	BLAST	family	True	662	664	Rhodomelaceae,Delesseriaceae,Dasyaceae	48723	Delesseriaceae	0	2025-01-26 02:00:23
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Semelidae	BLAST	family	False	673	676		31506	Abra tenuis	0	2025-01-26 02:01:18
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Phyllophoraceae	BLAST	family	False	658	661		48741	Phyllophora pseudoceranoides	0	2025-01-26 02:02:04
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Rhodomelaceae	BLAST	family	False	658	661		48743	Vertebrata fucoides	0	2025-01-26 02:02:50
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ulvaceae	BLAST	family	False	616	652		31515	Blidingia marginata	0	2025-01-26 02:03:36
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Phyllophoraceae	BLAST	family	False	615	652		48749	Phyllophora pseudoceranoides	0	2025-01-26 02:04:22
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Rhodomelaceae	BLAST	family	False	617	652		31529	Osmundea pinnatifida	1	2025-01-26 02:05:08
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Vitrinidae	BLAST	family	True	653	655	Vitrinidae	48760	Eucobresia diaphana	0	2025-01-26 02:06:09
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Alariaceae	BLAST	family	True	663	664	Alariaceae	31596	Undaria pinnatifida	0	2025-01-26 02:07:07
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Alariaceae	BLAST	family	False	646	652		31598	Undaria pinnatifida	10	2025-01-26 02:08:03
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Dolichopodidae	BLAST	family	True	657	658	Dolichopodidae	48809	Scellus notatus	0	2025-01-26 02:09:08
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Curculionidae	BLAST	family	True	657	658	Curculionidae	48813	Tychius parallelus	0	2025-01-26 02:10:13
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Sphacelariaceae	BLAST	family	False	673	676	Dictyotaceae	48923	Sphacelaria fusca	0	2025-01-26 02:11:14
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Codiaceae	BLAST	family	False	661	664		31942	Codium tomentosum	0	2025-01-26 02:12:03
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Caulacanthaceae	BLAST	family	False	646	649		31983	Catenella caespitosa	0	2025-01-26 02:12:51
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Hapalidiaceae	BLAST	family	False	619	649		32123	Phymatolithon lenormandii	0	2025-01-26 02:13:38
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Varunidae	BLAST	family	False	670	673	Eoniphargidae	32213	Hemigrapsus sanguineus	0	2025-01-26 02:14:30
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Callithamniaceae	BLAST	family	False	615	652		49146	Callithamnion tetragonum	0	2025-01-26 02:15:15
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ulvaceae	BLAST	family	False	672	676		32221	Blidingia marginata	0	2025-01-26 02:16:01
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Halichondriidae	BLAST	family	False	670	673	Cladorhizidae	49154	Halichondria panicea	0	2025-01-26 02:16:52
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ulvaceae	BLAST	family	False	670	673		32224	Blidingia marginata	2	2025-01-26 02:17:38
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Halymeniaceae	BLAST	family	False	673	676		49163	Grateloupia turuturu	0	2025-01-26 02:18:23
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ulvaceae	BLAST	family	False	631	652		32246	Blidingia marginata	11	2025-01-26 02:19:09
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Hapalidiaceae	BLAST	family	False	595	649		32259	Phymatolithon lenormandii	0	2025-01-26 02:19:54
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Dermestidae	BLAST	family	False	661	664	Heptageniidae,Chironomidae,Xyelidae,Geometridae	52395	Megatoma undata	0	2025-01-26 02:21:06
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Bangiaceae	BLAST	family	True	662	664	Bangiaceae	32309	Porphyra linearis	0	2025-01-26 02:21:59
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ellobiidae	BLAST	family	False	653	655	Valloniidae	32403	Carychium minimum	0	2025-01-26 02:22:59
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Clubionidae	BLAST	family	True	657	658	Clubionidae	18592	Clubiona comta	0	2025-01-26 02:23:49
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Gnaphosidae	BLAST	family	True	657	658	Gnaphosidae	18621	Haplodrassus dalmatensis	0	2025-01-26 02:24:40
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Clausiliidae	BLAST	family	True	653	655	Clausiliidae,Ariophantidae,Helicarionidae	32693	Balea heydeni	0	2025-01-26 02:25:54
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Sphaeriidae	BLAST	family	True	656	658	Sphaeriidae	32716	Odhneripisidium moitessierianum	0	2025-01-26 02:26:53
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Codiaceae	BLAST	family	False	648	652		49724	Codium fragile	14	2025-01-26 02:27:41
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Apidae	BLAST	family	True	655	658	Apidae	32765	Anthophora plumipes	0	2025-01-26 02:28:48
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Tipulidae	BLAST	family	False	633	636	Hydrophilidae,Staphylinidae,Trogidae,Noctuidae,Crambidae,Geometridae	49766	Tipula lateralis	16	2025-01-26 02:29:58
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Planorbidae	BLAST	family	False	134	649		45399	Gyraulus parvus	3	2025-01-26 02:30:55
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Tateidae	BLAST	family	False	394	396	Tateidae	32910	Potamopyrgus antipodarum	0	2025-01-26 02:31:52
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Codiaceae	BLAST	family	False	618	652		49800	Codium fragile	0	2025-01-26 02:32:38
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Codiaceae	BLAST	family	False	614	652		49801	Codium fragile	0	2025-01-26 02:33:25
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Pompilidae	BLAST	family	True	650	652	Pompilidae	45465	Agenioideus cinctellus	0	2025-01-26 02:34:30
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Derbesiaceae	BLAST	family	False	610	652		32921	Derbesia marina	0	2025-01-26 02:35:18
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Linyphiidae	BLAST	family	False	653	655		21142	Centromerita bicolor	0	2025-01-26 02:36:08
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Staphylinidae	BLAST	family	True	657	658	Staphylinidae	508	Emus hirtus	0	2025-01-26 02:37:10
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Gracilariaceae	BLAST	family	False	663	664	Liagoraceae,Ceramiaceae,Delesseriaceae,Gelidiaceae,Gelidiellaceae,Peyssonneliaceae	25372	Gracilaria gracilis	0	2025-01-26 02:37:59
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Cystocloniaceae	BLAST	family	False	612	652		46626	Cystoclonium purpureum	0	2025-01-26 02:38:45
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Anisopodidae	BLAST	family	True	656	658	Anisopodidae	35931	Sylvicola punctatus	0	2025-01-26 02:39:57
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Geometridae	BLAST	family	True	657	658	Geometridae	25509	Pachycnemia hippocastanaria	0	2025-01-26 02:41:03
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Curculionidae	BLAST	family	True	657	658	Curculionidae	46676	Cionus scrophulariae	0	2025-01-26 02:42:09
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Carabidae	BLAST	family	True	657	658	Carabidae	25633	Harpalus pumilus	0	2025-01-26 02:43:14
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Tipulidae	BLAST	family	True	657	658	Tipulidae	46822	Tipula luna	0	2025-01-26 02:44:19
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Chrysomelidae	BLAST	family	True	657	658	Chrysomelidae	36605	Cassida vibex	0	2025-01-26 02:45:22
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Geometridae	BLAST	family	True	657	658	Geometridae	2640	Bupalus piniaria	0	2025-01-26 02:46:29
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Hybotidae	BLAST	family	False	657	658	Dolichopodidae	26064	Platypalpus cursitans	0	2025-01-26 02:47:36
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Aphididae	BLAST	family	True	657	658	Aphididae	26082	Thecabius affinis	0	2025-01-26 02:48:46
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Linyphiidae	BLAST	family	False	655	656	Salticidae,Lamponidae,Diplogyniidae,Macronyssidae,Sperchontidae,Eupodidae	3146	Araeoncus humilis	0	2025-01-26 02:49:44
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Siricidae	BLAST	family	False	658	659	Siricidae	36776	Tremex fuscicornis	1	2025-01-26 02:50:52
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Nabidae	BLAST	family	True	655	658	Nabidae	50568	Nabis ferus	0	2025-01-26 02:51:54
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Alpheidae	BLAST	family	True	655	658	Alvinocarididae,Alpheidae	46986	Athanas nitescens	0	2025-01-26 02:52:49
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	Error validating record: Command 'blastn' died with <Signals.SIGSEGV: 11>.	Scutigerellidae	BLAST	family	False	655	657		50793	Scutigerella immaculata	0	2025-01-26 02:53:28
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Limnephilidae	BLAST	family	True	656	658	Limnephilidae	47055	Stenophylax permistus	0	2025-01-26 02:54:38
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Sphaeriidae	BLAST	family	False	656	658		26871	Euglesa milium	0	2025-01-26 02:55:35
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Palaemonidae	BLAST	family	False	656	658	Palaemonidae	26885	Palaemon elegans	1	2025-01-26 02:56:27
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Oedemeridae	BLAST	family	True	657	658	Oedemeridae	47087	Ischnomera cyanea	0	2025-01-26 02:57:32
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Silphidae	BLAST	family	True	657	658	Silphidae	47111	Nicrophorus vespillo	0	2025-01-26 02:58:35
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Valvatidae	BLAST	family	True	657	658	Valvatidae	27034	Valvata piscinalis	0	2025-01-26 02:59:46
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Araneidae	BLAST	family	True	657	658	Araneidae	6121	Nuctenea umbratica	0	2025-01-26 03:00:39
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Tettigoniidae	BLAST	family	True	656	658	Tettigoniidae	6139	Tettigoniidae	0	2025-01-26 03:01:46
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Lycosidae	BLAST	family	True	657	658	Lycosidae	6687	Alopecosa pulverulenta	0	2025-01-26 03:02:41
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Lycosidae	BLAST	family	True	657	658	Lycosidae	6690	Pardosa amentata	0	2025-01-26 03:03:34
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Chrysomelidae	BLAST	family	False	662	664	Cecidomyiidae,Drosophilidae,Gelechiidae,Oecophoridae,Douglasiidae,Noctuidae,Mantispidae	47254	Donacia clavipes	0	2025-01-26 03:04:45
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Keroplatidae	BLAST	family	True	657	658	Mycetophilidae,Keroplatidae	47493	Macrocera phalerata	0	2025-01-26 03:05:54
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Notodontidae	BLAST	family	True	657	658	Notodontidae	39251	Gluphisia crenata	0	2025-01-26 03:07:02
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Lepidoptera	BLAST	order	True	657	658	Lepidoptera	8319	Lepidoptera	0	2025-01-26 03:08:12
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Adelidae	BLAST	family	True	657	658	Adelidae	47583	Adela reaumurella	0	2025-01-26 03:09:22
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Dolichopodidae	BLAST	family	True	656	658	Dolichopodidae	47699	Dolichopus excisus	0	2025-01-26 03:10:33
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Geometridae	BLAST	family	True	657	658	Geometridae	47710	Chloroclysta siterata	0	2025-01-26 03:11:39
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Aphididae	BLAST	family	True	657	658	Aphididae	47713	Tuberolachnus salignus	0	2025-01-26 03:12:42
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Linyphiidae	BLAST	family	False	663	664	Euscorpiidae,Laelapidae,Ascidae,Anystidae	40783	Entelecara congenera	0	2025-01-26 03:13:39
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Linyphiidae	BLAST	family	True	655	657	Linyphiidae	10466	Tapinocyba praecox	0	2025-01-26 03:14:31
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Linyphiidae	BLAST	family	True	655	658	Linyphiidae	40937	Erigone dentipalpis	0	2025-01-26 03:15:23
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ichneumonidae	BLAST	family	True	656	658	Ichneumonidae	29928	Diphyus quadripunctorius	0	2025-01-26 03:16:39
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Silphidae	BLAST	family	False	663	664	Sciaridae,Mycetophilidae,Cecidomyiidae	48109	Nicrophorus vespillo	0	2025-01-26 03:17:46
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ichneumonidae	BLAST	family	True	657	658	Ichneumonidae	41330	Collyria coxator	0	2025-01-26 03:19:04
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ichneumonidae	BLAST	family	True	657	658	Ichneumonidae	41332	Barylypa propugnator	0	2025-01-26 03:20:12
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ichneumonidae	BLAST	family	True	655	658	Ichneumonidae	41429	Buathra laborator	0	2025-01-26 03:21:20
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Corallinaceae	BLAST	family	False	613	652		30095	Pneophyllum confervicola	0	2025-01-26 03:22:07
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Corallinaceae	BLAST	family	False	631	652		30099	Pneophyllum confervicola	6	2025-01-26 03:22:52
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ellobiidae	BLAST	family	True	651	654	Onchidiidae,Ellobiidae	30126	Myosotella myosotis	0	2025-01-26 03:23:49
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Sargassaceae	BLAST	family	False	614	649		48191	Sargassum muticum	0	2025-01-26 03:24:46
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Champiaceae	BLAST	family	False	647	652		30197	Gastroclonium ovatum	0	2025-01-26 03:25:31
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Pterocladiaceae	BLAST	family	False	647	652		30205	Pterocladiella capillacea	0	2025-01-26 03:26:21
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Hapalidiaceae	BLAST	family	False	643	649		30207	Phymatolithon lenormandii	6	2025-01-26 03:27:06
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Gigartinaceae	BLAST	family	False	646	652		30208	Chondracanthus acicularis	0	2025-01-26 03:27:51
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Solieriaceae	BLAST	family	False	617	652		30371	Agardhiella subulata	0	2025-01-26 03:28:36
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Caulacanthaceae	BLAST	family	False	672	676		30380	Catenella caespitosa	0	2025-01-26 03:29:23
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Ceramiaceae	BLAST	family	False	672	676		30381	Ceramium gaditanum	0	2025-01-26 03:30:09
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Planorbidae	BLAST	family	False	643	649		30406	Anisus vortex	0	2025-01-26 03:31:05
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Phyllophoraceae	BLAST	family	False	621	652		48365	Phyllophora pseudoceranoides	0	2025-01-26 03:31:50
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Corallinaceae	BLAST	family	False	656	658	Lithophyllaceae,Batrachospermaceae,Kallymeniaceae,Schimmelmanniaceae	30436	Pneophyllum confervicola	0	2025-01-26 03:32:38
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Codiaceae	BLAST	family	False	647	652		30480	Codium tomentosum	9	2025-01-26 03:33:24
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Delesseriaceae	BLAST	family	False	646	652		30499	Cryptopleura ramosa	5	2025-01-26 03:34:10
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Callithamniaceae	BLAST	family	False	649	652		30507	Callithamnion corymbosum	13	2025-01-26 03:34:56
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Rhodomelaceae	BLAST	family	False	649	652		30510	Osmundea osmunda	13	2025-01-26 03:35:41
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Sphacelariaceae	BLAST	family	False	649	652		48410	Sphacelaria fusca	13	2025-01-26 03:36:39
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Solieriaceae	BLAST	family	False	649	652		48411	Agardhiella subulata	13	2025-01-26 03:37:25
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Dolichopodidae	BLAST	family	False	661	664	Calopterygidae,Tenebrionidae,Mymaridae,Eucharitidae	30567	Achalcus	0	2025-01-26 03:39:20
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Linyphiidae	BLAST	family	True	661	664	Theraphosidae,Ctenizidae,Linyphiidae	13937	Microneta viaria	0	2025-01-26 03:40:13
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Linyphiidae	BLAST	family	False	660	664	Diplocentridae,Ctenizidae,Idiopidae,Filistatidae	14146	Styloctetor romanus	0	2025-01-26 03:41:07
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Aphididae	BLAST	family	False	554	666	Aphididae	48457	Stomaphis longirostris	2	2025-01-26 03:42:11
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Coccinellidae	BLAST	family	True	657	658	Coccinellidae	42647	Halyzia sedecimguttata	0	2025-01-26 03:43:14
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Tetragnathidae	BLAST	family	True	656	657	Tetragnathidae	42649	Metellina merianae	0	2025-01-26 03:44:07
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Cyrenidae	BLAST	family	True	656	658	Cyrenidae	31317	Corbicula fluminea	0	2025-01-26 03:45:05
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Chrysomelidae	BLAST	family	False	661	664	Libellulidae,Mycetophilidae,Ischnopsyllidae,Elachistidae	48622	Donacia clavipes	0	2025-01-26 03:46:11
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Hahniidae	BLAST	family	True	657	658	Hahniidae	15455	Hahnia nava	0	2025-01-26 03:47:04
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Lycosidae	BLAST	family	True	657	658	Lycosidae	15537	Xerolycosa miniata	0	2025-01-26 03:47:55
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Tetragnathidae	BLAST	family	True	655	658	Tetragnathidae	15554	Pachygnatha clercki	0	2025-01-26 03:48:46
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Linyphiidae	BLAST	family	True	655	658	Linyphiidae	15627	Araeoncus humilis	0	2025-01-26 03:49:42
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Tellinidae	BLAST	family	False	650	655		51926	Macoma balthica	0	2025-01-26 03:50:39
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Pompilidae	BLAST	family	True	649	652	Pompilidae	51927	Pompilidae	0	2025-01-26 03:51:52
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Codiaceae	BLAST	family	False	659	664		48673	Codium fragile	0	2025-01-26 03:52:39
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Aphididae	BLAST	family	False	653	655	Syrphidae	31440	Thecabius affinis	0	2025-01-26 03:53:46
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Membracidae	BLAST	family	True	656	658	Membracidae	15832	Membracidae	0	2025-01-26 03:54:56
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Halichondriidae	BLAST	family	False	609	652		48730	Halichondria panicea	0	2025-01-26 03:55:46
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Cystocloniaceae	BLAST	family	False	658	661		48742	Cystoclonium purpureum	0	2025-01-26 03:56:32
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Palaemonidae	BLAST	family	False	616	652	Oregoniidae	31517	Palaemon elegans	2	2025-01-26 03:57:24
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Palaemonidae	BLAST	family	False	673	676	Eusiridae	31523	Palaemon elegans	2	2025-01-26 03:58:16
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Vitrinidae	BLAST	family	True	653	655	Vitrinidae	48758	Vitrinobrachium breve	0	2025-01-26 03:59:23
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Noctuidae	BLAST	family	True	657	658	Noctuidae	43531	Mythimna impura	0	2025-01-26 04:00:30
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	Error validating record: Command 'blastn' died with <Signals.SIGSEGV: 11>.	Erythrotrichiaceae	BLAST	family	False	620	649		48786	Erythrocladia sp.	0	2025-01-26 04:01:09
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Tipulidae	BLAST	family	True	657	658	Tipulidae	48810	Tipula lateralis	0	2025-01-26 04:02:15
0	0	examples/Bioinformaticians_Hack_Day_filter_on_identification.tsv	None	Tipulidae	BLAST	family	True	657	658	Tipulidae	48812	Nephrotoma pratensis	0	2025-01-26 04:03:28
